Id_produktu,Producent,Nazwa,Pojemnosc,Jednostka,Cena_netto,VAT,Cena_brutto,Cena_strona,Marza,Status
1530,UNS,L-teanina,60,kapsułki,115.9,0.08,125.17,157.71,0.26,Aktywny
1531,Solgar,Maca Bio,120,kapsułki,113.05,0.23,139.05,205.79,0.48,Aktywny
1532,Yango,Krzem Organiczny,50,ml,96.42,0.05,101.24,138.7,0.37,Aktywny
1533,Mito-Pharma,Bacopa Monnieri,1000,ml,124.58,0.05,130.81,154.36,0.18,Aktywny
1534,Aliness,L-teanina,60,tabletki,140.27,0.23,172.53,251.89,0.46,Aktywny
1535,Progress Labs,Synbiotyk z Inuliną,120,kapsułki,120.06,0.23,147.67,214.12,0.45,Aktywny
1536,Formeds,Kurkumina C3,60,tabletki,126.15,0.23,155.16,178.43,0.15,Aktywny
1537,Sanct Bernhard,Żelazo w płynie,250,ml,132.42,0.05,139.04,197.44,0.42,Aktywny
1538,Sanct Bernhard,Gotu Kola,120,tabletki,56.02,0.08,60.5,73.2,0.21,Nieaktywny
1539,Sanct Bernhard,Koenzym Q10,120,tabletki,109.18,0.08,117.91,165.07,0.4,Nieaktywny
1540,Aliness,Krzem Organiczny,90,kapsułki,95.97,0.08,103.65,146.15,0.41,Aktywny
1541,Inwet Herbs,Saccharomyces Boulardii,60,tabletki,95.57,0.08,103.22,113.54,0.1,Aktywny
1542,MyVita,Gotu Kola,180,kapsułki,101.16,0.08,109.25,162.78,0.49,Aktywny
1543,Sanct Bernhard,Cynk organiczny,60,kapsułki,100.23,0.23,123.28,182.45,0.48,Aktywny
1544,Kenay,Witamina K2 MK-7,60,tabletki,58.2,0.23,71.59,103.09,0.44,Aktywny
1545,Wish,Ashwagandha Extra,180,kapsułki,86.38,0.23,106.25,123.25,0.16,Aktywny
1546,NatVita,Gotu Kola,20,ml,115.72,0.05,121.51,157.96,0.3,Nieaktywny
1547,Solgar,Witamina A,50,ml,135.54,0.05,142.32,177.9,0.25,Aktywny
1548,Solgar,Selen + E,20,ml,65.78,0.05,69.07,98.77,0.43,Aktywny
1549,Organis,Saccharomyces Boulardii,50,ml,90.72,0.05,95.26,125.74,0.32,Aktywny
1550,NatVita,Cynk organiczny,150,ml,138.1,0.05,145.0,175.45,0.21,Aktywny
1551,Progress Labs,Witamina E naturalna,30,kapsułki,138.39,0.23,170.22,233.2,0.37,Aktywny
1552,UNS,Bacopa Monnieri,30,ml,92.92,0.05,97.57,115.13,0.18,Aktywny
1553,Yango,Maślan sodu,500,ml,66.73,0.05,70.07,89.69,0.28,Aktywny
1554,Aliness,Żelazo w płynie,60,tabletki,98.58,0.23,121.25,169.75,0.4,Aktywny
1555,Diochi,NAC 600mg,60,kapsułki,88.73,0.23,109.14,135.33,0.24,Aktywny
1556,Formeds,Magnez 4 formy,120,kapsułki,149.27,0.23,183.6,220.32,0.2,Aktywny
1557,Invent Farm,Witamina E naturalna,120,tabletki,112.08,0.23,137.86,184.73,0.34,Aktywny
1558,Star Life,Selen + E,150,ml,117.41,0.05,123.28,176.29,0.43,Aktywny
1559,Wish,Maślan sodu,500,ml,69.2,0.05,72.66,103.9,0.43,Aktywny
1560,Biowen,Witamina K2 MK-7,90,tabletki,148.29,0.23,182.4,260.83,0.43,Nieaktywny
1561,Formeds,Cynk organiczny,300,tabletki,137.74,0.08,148.76,166.61,0.12,Aktywny
1562,Lab One,Omega-3 z alg,250,ml,111.21,0.05,116.77,138.96,0.19,Aktywny
1563,Alto Pharma,L-teanina,90,kapsułki,94.9,0.23,116.73,147.08,0.26,Aktywny
1564,Invent Farm,Selen + E,1000,ml,80.33,0.05,84.35,110.5,0.31,Aktywny
1565,UNS,Melatonina 1mg,180,kapsułki,120.89,0.23,148.69,218.57,0.47,Aktywny
1566,Formeds,Bacopa Monnieri,120,kapsułki,134.96,0.08,145.76,188.03,0.29,Nieaktywny
1567,Biowen,Cynk organiczny,30,ml,75.49,0.05,79.26,99.08,0.25,Aktywny
1568,HempKing,Melatonina 1mg,500,ml,88.29,0.05,92.7,111.24,0.2,Aktywny
1569,Medica Herbs,Cynk organiczny,30,ml,81.92,0.05,86.02,124.73,0.45,Aktywny
1570,Star Life,L-teanina,120,tabletki,55.29,0.23,68.01,96.57,0.42,Aktywny
1571,Biowen,Magnez 4 formy,150,ml,89.54,0.05,94.02,111.88,0.19,Aktywny
1572,UNS,Różeniec górski,120,tabletki,82.95,0.23,102.03,144.88,0.42,Aktywny
1573,Progress Labs,Ashwagandha Extra,90,kapsułki,113.55,0.08,122.63,174.13,0.42,Aktywny
1574,Progress Labs,Kolagen Type II,1000,ml,93.79,0.05,98.48,137.87,0.4,Aktywny
1575,Sanct Bernhard,Różeniec górski,300,kapsułki,116.08,0.08,125.37,142.92,0.14,Nieaktywny
1576,Yango,Witamina C,30,ml,69.89,0.05,73.38,94.66,0.29,Nieaktywny
1577,Organis,Witamina D,300,kapsułki,103.37,0.23,127.15,189.45,0.49,Aktywny
1578,Mito-Pharma,NAC 600mg,30,tabletki,90.2,0.08,97.42,119.83,0.23,Nieaktywny
1579,Mito-Pharma,Probiotyk 10 szczepów,30,tabletki,147.54,0.23,181.47,201.43,0.11,Aktywny
1580,Formeds,Różeniec górski,180,tabletki,117.38,0.08,126.77,173.67,0.37,Aktywny
1581,Kenay,Kurkumina C3,20,ml,85.55,0.05,89.83,129.36,0.44,Nieaktywny
1582,NatVita,Melatonina 1mg,1000,ml,68.58,0.05,72.01,82.09,0.14,Nieaktywny
1583,Aliness,Potas,1000,ml,77.34,0.05,81.21,112.88,0.39,Aktywny
1584,Biowen,Witamina E naturalna,300,tabletki,147.61,0.23,181.56,252.37,0.39,Aktywny
1585,Wish,Melatonina 1mg,30,ml,127.85,0.05,134.24,193.31,0.44,Aktywny
1586,Medica Herbs,Witamina A,180,tabletki,116.25,0.23,142.99,183.03,0.28,Aktywny
1587,Pileje,Bacopa Monnieri,120,tabletki,116.98,0.08,126.34,174.35,0.38,Aktywny
1588,Skoczylas,NAC 600mg,30,kapsułki,104.36,0.23,128.36,142.48,0.11,Aktywny
1589,Lab One,Witamina A,60,kapsułki,97.18,0.23,119.53,163.76,0.37,Aktywny
1590,Alto Pharma,Ashwagandha Extra,150,ml,137.64,0.05,144.52,186.43,0.29,Aktywny
1591,Lab One,Maślan sodu,300,tabletki,143.86,0.23,176.95,261.89,0.48,Aktywny
1592,Sanct Bernhard,Witamina K2 MK-7,300,tabletki,144.27,0.23,177.45,236.01,0.33,Nieaktywny
1593,Biowen,Żeń-Szeń Koreański,60,kapsułki,64.45,0.23,79.27,91.16,0.15,Aktywny
1594,Progress Labs,Witamina K2 MK-7,300,tabletki,75.77,0.08,81.83,95.74,0.17,Aktywny
1595,Lab One,Żeń-Szeń Koreański,60,tabletki,69.91,0.23,85.99,94.59,0.1,Aktywny
1596,Solgar,Żeń-Szeń Koreański,60,tabletki,71.8,0.08,77.54,104.68,0.35,Aktywny
1597,UNS,Melatonina 1mg,300,kapsułki,139.08,0.08,150.21,214.8,0.43,Aktywny
1598,NatVita,Żeń-Szeń Koreański,90,kapsułki,140.04,0.23,172.25,249.76,0.45,Aktywny
1599,Sanct Bernhard,Krzem Organiczny,20,ml,62.1,0.05,65.2,72.37,0.11,Aktywny
1600,Sanct Bernhard,Krzem Organiczny,20,ml,130.72,0.05,137.26,196.28,0.43,Aktywny
1601,Mito-Pharma,Melatonina 1mg,50,ml,83.95,0.05,88.15,131.34,0.49,Aktywny
1602,Sanct Bernhard,Żeń-Szeń Koreański,300,tabletki,85.06,0.08,91.86,129.52,0.41,Aktywny
1603,Wish,L-teanina,30,tabletki,100.74,0.08,108.8,161.02,0.48,Aktywny
1604,Alto Pharma,Krzem Organiczny,30,kapsułki,89.17,0.08,96.3,124.23,0.29,Nieaktywny
1605,Aliness,NAC 600mg,90,tabletki,72.07,0.08,77.84,115.2,0.48,Nieaktywny
1606,Skoczylas,Witamina K2 MK-7,120,tabletki,129.96,0.08,140.36,195.1,0.39,Aktywny
1607,Star Life,Miedź Chelatowana,90,kapsułki,112.52,0.23,138.4,164.7,0.19,Aktywny
1608,Lab One,Probiotyk 10 szczepów,30,tabletki,76.74,0.08,82.88,112.72,0.36,Aktywny
1609,Organis,Saccharomyces Boulardii,60,tabletki,133.56,0.23,164.28,192.21,0.17,Aktywny
1610,Pharmovit,Ginkgo Biloba,120,tabletki,113.66,0.08,122.75,158.35,0.29,Aktywny
1611,Pharmovit,Omega-3 z alg,20,ml,51.63,0.05,54.21,75.35,0.39,Aktywny
1612,Pileje,Maślan sodu,180,tabletki,110.54,0.08,119.38,171.91,0.44,Aktywny
1613,Aliness,Bacopa Monnieri,150,ml,85.2,0.05,89.46,115.4,0.29,Aktywny
1614,Diochi,Witamina E naturalna,300,kapsułki,77.46,0.23,95.28,133.39,0.4,Aktywny
1615,Solgar,Koenzym Q10,20,ml,125.86,0.05,132.15,169.15,0.28,Aktywny
1616,Biowen,Selen + E,180,tabletki,128.47,0.08,138.75,169.28,0.22,Aktywny
1617,Lab One,Witamina A,180,tabletki,123.64,0.23,152.08,180.98,0.19,Aktywny
1618,Wish,Witamina K2 MK-7,30,tabletki,114.65,0.08,123.82,151.06,0.22,Nieaktywny
1619,Pharmovit,Ashwagandha Extra,30,kapsułki,52.89,0.08,57.12,65.69,0.15,Aktywny
1620,Aliness,Bacopa Monnieri,180,kapsułki,114.23,0.23,140.5,155.96,0.11,Aktywny
1621,MyVita,Probiotyk 10 szczepów,30,tabletki,133.85,0.08,144.56,169.14,0.17,Aktywny
1622,Pharmovit,Magnez 4 formy,180,tabletki,50.71,0.23,62.37,86.07,0.38,Aktywny
1623,Sanct Bernhard,Żelazo w płynie,90,tabletki,102.68,0.08,110.89,134.18,0.21,Aktywny
1624,Wish,Maślan sodu,60,kapsułki,111.59,0.23,137.26,157.85,0.15,Aktywny
1625,Wish,Maślan sodu,300,tabletki,88.2,0.23,108.49,129.1,0.19,Aktywny
1626,Lab One,Ashwagandha Extra,120,tabletki,110.72,0.08,119.58,174.59,0.46,Aktywny
1627,Inwet Herbs,Kolagen Type II,250,ml,58.87,0.05,61.81,91.48,0.48,Aktywny
1628,UNS,Saccharomyces Boulardii,60,tabletki,86.24,0.23,106.08,133.66,0.26,Nieaktywny
1629,Pileje,Żelazo w płynie,60,kapsułki,133.6,0.08,144.29,160.16,0.11,Aktywny
1630,Yango,Różeniec górski,300,kapsułki,66.18,0.23,81.4,109.08,0.34,Aktywny
1631,Inwet Herbs,Magnez 4 formy,150,ml,60.33,0.05,63.35,93.12,0.47,Aktywny
1632,Inwet Herbs,Witamina D,50,ml,51.19,0.05,53.75,70.41,0.31,Aktywny
1633,Inwet Herbs,Miedź Chelatowana,50,ml,91.16,0.05,95.72,113.91,0.19,Aktywny
1634,Solgar,Różeniec górski,60,kapsułki,65.2,0.08,70.42,78.87,0.12,Aktywny
1635,Sanct Bernhard,Cynk organiczny,90,kapsułki,120.91,0.23,148.72,214.16,0.44,Aktywny
1636,Diochi,Saccharomyces Boulardii,90,kapsułki,132.74,0.23,163.27,192.66,0.18,Aktywny
1637,Skoczylas,Koenzym Q10,30,kapsułki,111.36,0.08,120.27,167.18,0.39,Aktywny
1638,Star Life,Żelazo w płynie,250,ml,101.68,0.05,106.76,124.91,0.17,Aktywny
1639,Formeds,Ginkgo Biloba,30,kapsułki,123.37,0.08,133.24,150.56,0.13,Aktywny
1640,Medica Herbs,Potas,180,kapsułki,72.75,0.08,78.57,106.07,0.35,Aktywny
1641,Medica Herbs,Kurkumina C3,60,tabletki,118.5,0.23,145.75,185.1,0.27,Aktywny
1642,Kenay,Ashwagandha Extra,120,kapsułki,86.49,0.08,93.41,121.43,0.3,Aktywny
1643,Organis,Witamina K2 MK-7,90,tabletki,135.08,0.23,166.15,247.56,0.49,Aktywny
1644,Progress Labs,Maca Bio,50,ml,95.54,0.05,100.32,134.43,0.34,Aktywny
1645,Biowen,Witamina K2 MK-7,180,kapsułki,142.42,0.23,175.18,257.51,0.47,Aktywny
1646,MyVita,Selen + E,60,kapsułki,55.61,0.23,68.4,94.39,0.38,Aktywny
1647,Health Labs,Melatonina 1mg,500,ml,50.27,0.05,52.78,73.36,0.39,Aktywny
1648,Aliness,Ginkgo Biloba,20,ml,118.36,0.05,124.28,155.35,0.25,Aktywny
1649,Yango,L-teanina,20,ml,52.34,0.05,54.96,81.89,0.49,Aktywny
1650,Pileje,Witamina A,120,tabletki,100.87,0.23,124.07,181.14,0.46,Aktywny
1651,Alto Pharma,Witamina C,300,kapsułki,106.32,0.23,130.77,185.69,0.42,Nieaktywny
1652,Aliness,Potas,250,ml,143.5,0.05,150.68,224.51,0.49,Aktywny
1653,Health Labs,Różeniec górski,250,ml,81.08,0.05,85.13,116.63,0.37,Aktywny
1654,Progress Labs,Cynk organiczny,20,ml,68.03,0.05,71.43,107.15,0.5,Aktywny
1655,UNS,Ginkgo Biloba,30,kapsułki,126.59,0.23,155.71,175.95,0.13,Aktywny
1656,Lab One,Żelazo w płynie,20,ml,97.4,0.05,102.27,118.63,0.16,Aktywny
1657,HempKing,Gotu Kola,300,tabletki,105.84,0.08,114.31,145.17,0.27,Aktywny
1658,UNS,Magnez 4 formy,250,ml,90.66,0.05,95.19,117.08,0.23,Aktywny
1659,Kenay,Maca Bio,180,kapsułki,118.49,0.23,145.74,192.38,0.32,Aktywny
1660,Star Life,Melatonina 1mg,500,ml,102.94,0.05,108.09,132.95,0.23,Aktywny
1661,Skoczylas,Witamina K2 MK-7,180,tabletki,119.53,0.23,147.02,177.89,0.21,Aktywny
1662,Skoczylas,Koenzym Q10,150,ml,51.81,0.05,54.4,69.09,0.27,Aktywny
1663,Sanct Bernhard,Różeniec górski,90,kapsułki,65.28,0.23,80.29,101.17,0.26,Aktywny
1664,Invent Farm,Magnez 4 formy,120,tabletki,73.43,0.08,79.3,89.61,0.13,Nieaktywny
1665,Invent Farm,Ginkgo Biloba,120,tabletki,54.74,0.23,67.33,92.92,0.38,Aktywny
1666,Medica Herbs,Żeń-Szeń Koreański,300,tabletki,144.94,0.08,156.54,217.59,0.39,Aktywny
1667,Sanct Bernhard,Bacopa Monnieri,300,kapsułki,68.16,0.23,83.84,120.73,0.44,Aktywny
1668,Wish,Witamina E naturalna,90,tabletki,109.99,0.23,135.29,188.05,0.39,Aktywny
1669,Wish,Synbiotyk z Inuliną,90,tabletki,76.96,0.08,83.12,93.93,0.13,Aktywny
1670,UNS,Ashwagandha Extra,90,kapsułki,75.1,0.08,81.11,98.95,0.22,Aktywny
1671,UNS,Probiotyk 10 szczepów,30,tabletki,144.69,0.23,177.97,238.48,0.34,Aktywny
1672,UNS,Potas,30,kapsułki,69.33,0.08,74.88,103.33,0.38,Aktywny
1673,Diochi,Omega-3 z alg,1000,ml,128.83,0.05,135.27,189.38,0.4,Aktywny
1674,Star Life,Magnez 4 formy,180,kapsułki,65.23,0.23,80.23,96.28,0.2,Aktywny
1675,UNS,L-teanina,120,tabletki,94.61,0.08,102.18,138.96,0.36,Aktywny
1676,Progress Labs,Ginkgo Biloba,120,kapsułki,64.28,0.23,79.06,99.62,0.26,Aktywny
1677,NatVita,Witamina K2 MK-7,20,ml,73.46,0.05,77.13,111.84,0.45,Aktywny
1678,Lab One,Selen + E,30,kapsułki,145.17,0.23,178.56,228.56,0.28,Nieaktywny
1679,Inwet Herbs,Witamina C,500,ml,57.98,0.05,60.88,83.41,0.37,Aktywny
1680,Biowen,Probiotyk 10 szczepów,90,tabletki,135.97,0.23,167.24,210.72,0.26,Aktywny
1681,Skoczylas,Witamina D,30,kapsułki,67.0,0.23,82.41,92.3,0.12,Aktywny
1682,Health Labs,Witamina E naturalna,60,tabletki,127.52,0.23,156.85,213.32,0.36,Aktywny
1683,Alto Pharma,Cynk organiczny,60,kapsułki,59.25,0.08,63.99,90.87,0.42,Aktywny
1684,Pharmovit,Gotu Kola,30,kapsułki,148.44,0.23,182.58,261.09,0.43,Aktywny
1685,Formeds,Witamina K2 MK-7,150,ml,119.51,0.05,125.49,143.06,0.14,Aktywny
1686,Kenay,Różeniec górski,150,ml,77.27,0.05,81.13,111.15,0.37,Aktywny
1687,HempKing,Żeń-Szeń Koreański,90,tabletki,87.57,0.23,107.71,134.64,0.25,Aktywny
1688,Kenay,Witamina E naturalna,180,tabletki,72.78,0.23,89.52,134.28,0.5,Aktywny
1689,Solgar,Krzem Organiczny,90,kapsułki,105.87,0.08,114.34,162.36,0.42,Aktywny
1690,NatVita,Cynk organiczny,300,tabletki,141.52,0.08,152.84,192.58,0.26,Aktywny
1691,Health Labs,Magnez 4 formy,60,tabletki,144.96,0.08,156.56,178.48,0.14,Aktywny
1692,NatVita,Krzem Organiczny,120,tabletki,82.0,0.23,100.86,130.11,0.29,Nieaktywny
1693,Organis,Witamina E naturalna,180,tabletki,77.91,0.08,84.14,111.91,0.33,Aktywny
1694,Pileje,Maślan sodu,30,tabletki,72.57,0.08,78.38,101.11,0.29,Aktywny
1695,Mito-Pharma,Cynk organiczny,50,ml,121.61,0.05,127.69,148.12,0.16,Aktywny
1696,MyVita,Potas,90,kapsułki,134.69,0.23,165.67,222.0,0.34,Aktywny
1697,Medica Herbs,Miedź Chelatowana,120,kapsułki,92.57,0.23,113.86,158.27,0.39,Aktywny
1698,Aliness,Kurkumina C3,500,ml,65.35,0.05,68.62,76.17,0.11,Aktywny
1699,UNS,Różeniec górski,60,kapsułki,148.87,0.23,183.11,221.56,0.21,Aktywny
1700,Yango,Saccharomyces Boulardii,50,ml,60.69,0.05,63.72,77.74,0.22,Aktywny
1701,Pileje,Selen + E,250,ml,133.88,0.05,140.57,172.9,0.23,Aktywny
1702,Invent Farm,Selen + E,50,ml,84.33,0.05,88.55,111.57,0.26,Aktywny
1703,Wish,Różeniec górski,120,tabletki,99.53,0.08,107.49,145.11,0.35,Aktywny
1704,Biowen,Omega-3 z alg,180,tabletki,141.34,0.08,152.65,167.92,0.1,Aktywny
1705,Aliness,Ashwagandha Extra,500,ml,123.75,0.05,129.94,183.22,0.41,Aktywny
1706,Organis,Kurkumina C3,90,tabletki,117.11,0.08,126.48,165.69,0.31,Aktywny
1707,Skoczylas,Saccharomyces Boulardii,150,ml,109.61,0.05,115.09,148.47,0.29,Aktywny
1708,Wish,Różeniec górski,30,tabletki,110.02,0.08,118.82,133.08,0.12,Aktywny
1709,Skoczylas,Kolagen Type II,500,ml,102.56,0.05,107.69,124.92,0.16,Aktywny
1710,Star Life,Probiotyk 10 szczepów,180,tabletki,96.28,0.23,118.42,139.74,0.18,Aktywny
1711,Sanct Bernhard,Selen + E,150,ml,141.7,0.05,148.78,178.54,0.2,Aktywny
1712,Aliness,Żeń-Szeń Koreański,300,kapsułki,51.4,0.08,55.51,70.5,0.27,Aktywny
1713,Wish,Koenzym Q10,30,ml,141.97,0.05,149.07,208.7,0.4,Aktywny
1714,Alto Pharma,Różeniec górski,500,ml,66.58,0.05,69.91,83.89,0.2,Aktywny
1715,HempKing,Ashwagandha Extra,150,ml,148.17,0.05,155.58,200.7,0.29,Aktywny
1716,Pharmovit,Witamina C,50,ml,52.81,0.05,55.45,62.66,0.13,Aktywny
1717,Sanct Bernhard,Gotu Kola,150,ml,65.16,0.05,68.42,86.21,0.26,Aktywny
1718,Inwet Herbs,Gotu Kola,120,kapsułki,98.69,0.23,121.39,168.73,0.39,Nieaktywny
1719,Star Life,Witamina E naturalna,150,ml,62.28,0.05,65.39,94.16,0.44,Aktywny
1720,Progress Labs,Gotu Kola,30,ml,110.3,0.05,115.81,133.18,0.15,Nieaktywny
1721,Mito-Pharma,Maca Bio,60,kapsułki,111.72,0.08,120.66,153.24,0.27,Aktywny
1722,Mito-Pharma,Probiotyk 10 szczepów,90,kapsułki,90.07,0.08,97.28,140.08,0.44,Aktywny
1723,Kenay,Krzem Organiczny,180,tabletki,141.8,0.23,174.41,191.85,0.1,Aktywny
1724,Pileje,Żelazo w płynie,50,ml,114.81,0.05,120.55,144.66,0.2,Nieaktywny
1725,Star Life,Maślan sodu,90,tabletki,57.01,0.08,61.57,91.74,0.49,Aktywny
1726,Inwet Herbs,Probiotyk 10 szczepów,250,ml,71.0,0.05,74.55,102.13,0.37,Aktywny
1727,Star Life,Ashwagandha Extra,250,ml,79.33,0.05,83.3,97.46,0.17,Aktywny
1728,Pileje,Kolagen Type II,300,tabletki,144.65,0.23,177.92,217.06,0.22,Nieaktywny
1729,Organis,L-teanina,30,kapsułki,127.41,0.08,137.6,192.64,0.4,Aktywny
1730,Inwet Herbs,Probiotyk 10 szczepów,300,kapsułki,146.55,0.08,158.27,197.84,0.25,Aktywny
1731,Solgar,Miedź Chelatowana,300,tabletki,64.94,0.23,79.88,109.44,0.37,Aktywny
1732,Diochi,Magnez 4 formy,150,ml,55.17,0.05,57.93,81.1,0.4,Aktywny
1733,Diochi,Witamina E naturalna,20,ml,75.81,0.05,79.6,113.03,0.42,Aktywny
1734,Aliness,Cynk organiczny,30,ml,142.12,0.05,149.23,211.91,0.42,Aktywny
1735,Star Life,Bacopa Monnieri,20,ml,120.69,0.05,126.72,164.74,0.3,Aktywny
1736,Medica Herbs,Witamina D,90,kapsułki,99.63,0.23,122.54,149.5,0.22,Aktywny
1737,Sanct Bernhard,Witamina D,180,kapsułki,113.03,0.23,139.03,161.27,0.16,Aktywny
1738,Mito-Pharma,Miedź Chelatowana,50,ml,64.24,0.05,67.45,95.1,0.41,Aktywny
1739,Invent Farm,Krzem Organiczny,250,ml,66.05,0.05,69.35,103.33,0.49,Aktywny
1740,Star Life,Kurkumina C3,1000,ml,84.63,0.05,88.86,101.3,0.14,Aktywny
1741,Medica Herbs,L-teanina,90,tabletki,57.64,0.08,62.25,72.83,0.17,Aktywny
1742,Formeds,Saccharomyces Boulardii,30,kapsułki,78.7,0.23,96.8,139.39,0.44,Aktywny
1743,Yango,Witamina C,90,tabletki,129.52,0.08,139.88,155.27,0.11,Nieaktywny
1744,Pharmovit,Ashwagandha Extra,250,ml,105.8,0.05,111.09,161.08,0.45,Aktywny
1745,MyVita,Magnez 4 formy,1000,ml,72.01,0.05,75.61,98.29,0.3,Aktywny
1746,Mito-Pharma,Maślan sodu,50,ml,85.49,0.05,89.76,103.22,0.15,Aktywny
1747,Lab One,Miedź Chelatowana,180,kapsułki,76.58,0.08,82.71,113.31,0.37,Aktywny
1748,Wish,Gotu Kola,60,kapsułki,144.71,0.23,177.99,252.75,0.42,Aktywny
1749,Skoczylas,L-teanina,30,tabletki,56.16,0.23,69.08,87.73,0.27,Aktywny
1750,Star Life,Gotu Kola,250,ml,128.2,0.05,134.61,173.65,0.29,Aktywny
1751,Biowen,Witamina A,300,kapsułki,97.17,0.08,104.94,135.37,0.29,Aktywny
1752,Health Labs,Maca Bio,1000,ml,139.86,0.05,146.85,168.88,0.15,Aktywny
1753,Star Life,Melatonina 1mg,250,ml,135.18,0.05,141.94,176.01,0.24,Aktywny
1754,Star Life,Saccharomyces Boulardii,90,kapsułki,106.92,0.08,115.47,129.33,0.12,Nieaktywny
1755,HempKing,Żelazo w płynie,180,kapsułki,101.05,0.23,124.29,152.88,0.23,Aktywny
1756,Skoczylas,Magnez 4 formy,60,tabletki,136.52,0.08,147.44,163.66,0.11,Aktywny
1757,Inwet Herbs,Gotu Kola,300,tabletki,80.15,0.23,98.58,141.96,0.44,Aktywny
1758,Wish,Magnez 4 formy,500,ml,75.28,0.05,79.04,112.24,0.42,Aktywny
1759,Skoczylas,NAC 600mg,300,kapsułki,104.31,0.23,128.3,159.09,0.24,Aktywny
1760,Medica Herbs,NAC 600mg,180,tabletki,69.8,0.08,75.38,85.18,0.13,Aktywny
1761,Formeds,Koenzym Q10,30,kapsułki,63.06,0.08,68.1,98.74,0.45,Nieaktywny
1762,Invent Farm,Cynk organiczny,50,ml,90.07,0.05,94.57,113.48,0.2,Nieaktywny
1763,Diochi,Żelazo w płynie,30,ml,67.34,0.05,70.71,100.41,0.42,Nieaktywny
1764,Aliness,Żelazo w płynie,30,kapsułki,67.06,0.23,82.48,101.45,0.23,Aktywny
1765,Pharmovit,Żelazo w płynie,120,tabletki,110.19,0.23,135.53,176.19,0.3,Aktywny
1766,HempKing,Maślan sodu,120,kapsułki,51.14,0.08,55.23,82.84,0.5,Aktywny
1767,HempKing,Gotu Kola,30,tabletki,131.4,0.23,161.62,198.79,0.23,Aktywny
1768,Solgar,Omega-3 z alg,500,ml,109.34,0.05,114.81,171.07,0.49,Nieaktywny
1769,Alto Pharma,Saccharomyces Boulardii,1000,ml,132.03,0.05,138.63,174.67,0.26,Aktywny
1770,Health Labs,Żeń-Szeń Koreański,120,kapsułki,96.41,0.08,104.12,144.73,0.39,Aktywny
1771,Kenay,NAC 600mg,300,tabletki,99.3,0.23,122.14,152.68,0.25,Aktywny
1772,NatVita,Magnez 4 formy,1000,ml,128.9,0.05,135.34,194.89,0.44,Aktywny
1773,Pileje,Krzem Organiczny,60,tabletki,109.26,0.23,134.39,194.87,0.45,Aktywny
1774,Pileje,Koenzym Q10,250,ml,103.59,0.05,108.77,154.45,0.42,Aktywny
1775,UNS,Synbiotyk z Inuliną,300,kapsułki,76.86,0.23,94.54,106.83,0.13,Aktywny
1776,Kenay,Cynk organiczny,120,tabletki,74.37,0.08,80.32,89.16,0.11,Aktywny
1777,Health Labs,Ginkgo Biloba,180,kapsułki,72.47,0.23,89.14,109.64,0.23,Aktywny
1778,UNS,Żeń-Szeń Koreański,300,kapsułki,74.21,0.23,91.28,109.54,0.2,Aktywny
1779,Skoczylas,Saccharomyces Boulardii,20,ml,118.37,0.05,124.29,155.36,0.25,Aktywny
1780,Diochi,Kolagen Type II,20,ml,91.02,0.05,95.57,107.04,0.12,Aktywny
1781,Organis,Witamina C,1000,ml,99.47,0.05,104.44,128.46,0.23,Nieaktywny
1782,Mito-Pharma,Potas,60,kapsułki,56.07,0.23,68.97,99.32,0.44,Aktywny
1783,Alto Pharma,Żeń-Szeń Koreański,500,ml,71.96,0.05,75.56,111.83,0.48,Aktywny
1784,Organis,NAC 600mg,30,ml,129.8,0.05,136.29,151.28,0.11,Aktywny
1785,Organis,Koenzym Q10,90,kapsułki,105.57,0.08,114.02,134.54,0.18,Aktywny
1786,Yango,Ashwagandha Extra,90,kapsułki,134.01,0.08,144.73,211.31,0.46,Aktywny
1787,Mito-Pharma,Cynk organiczny,60,tabletki,61.3,0.08,66.2,86.72,0.31,Aktywny
1788,Inwet Herbs,Ashwagandha Extra,300,tabletki,87.21,0.08,94.19,135.63,0.44,Aktywny
1789,Biowen,Witamina K2 MK-7,1000,ml,112.95,0.05,118.6,160.11,0.35,Aktywny
1790,Pharmovit,Omega-3 z alg,300,tabletki,79.08,0.23,97.27,131.31,0.35,Aktywny
1791,Aliness,Melatonina 1mg,60,tabletki,83.78,0.23,103.05,120.57,0.17,Aktywny
1792,HempKing,Witamina C,90,kapsułki,145.65,0.08,157.3,179.32,0.14,Aktywny
1793,Skoczylas,Bacopa Monnieri,120,kapsułki,131.76,0.23,162.06,228.5,0.41,Aktywny
1794,Solgar,Bacopa Monnieri,20,ml,75.09,0.05,78.84,95.4,0.21,Aktywny
1795,Kenay,Ashwagandha Extra,300,kapsułki,102.61,0.23,126.21,180.48,0.43,Aktywny
1796,Health Labs,Potas,250,ml,100.18,0.05,105.19,131.49,0.25,Aktywny
1797,Pileje,Witamina E naturalna,20,ml,136.62,0.05,143.45,208.0,0.45,Aktywny
1798,Biowen,Saccharomyces Boulardii,120,tabletki,111.29,0.23,136.89,191.65,0.4,Aktywny
1799,Aliness,Maślan sodu,30,kapsułki,65.29,0.08,70.51,78.27,0.11,Aktywny
1800,Formeds,Probiotyk 10 szczepów,120,kapsułki,136.03,0.23,167.32,205.8,0.23,Aktywny
