Id_zamowienia,Przewoznik,Format_dostawy,Status,Data_wysylki
42309,DHL,Kurier,Dostarczone,2022-01-12
42310,UPS,Kurier,Dostarczone,2024-12-25
42311,Pocztex,Kurier Pobranie,Dostarczone,2022-12-15
42312,DPD,Kurier,Anulowane,NULL
42313,InPost,Kurier Pobranie,Anulowane,NULL
42314,DHL,Paczkomat,Dostarczone,2024-03-27
42315,UPS,Kurier,Dostarczone,2023-01-03
42316,DHL,Paczkomat,Anulowane,NULL
42317,InPost,Paczkomat,Dostarczone,2021-12-26
42318,DHL,Kurier,Dostarczone,2024-10-09
42319,DPD,Kurier Pobranie,Dostarczone,2022-07-01
42320,UPS,Kurier,Dostarczone,2021-06-25
42321,InPost,Kurier,Dostarczone,2024-01-14
42322,DHL,Kurier,Dostarczone,2022-03-25
42323,UPS,Kurier,Anulowane,NULL
42324,DPD,Kurier,Anulowane,NULL
42325,DHL,Kurier,Dostarczone,2024-04-07
42326,UPS,Kurier Pobranie,Dostarczone,2023-05-27
42327,DPD,Kurier,Anulowane,NULL
42328,InPost,Paczkomat,Anulowane,NULL
42329,Pocztex,Kurier Pobranie,Dostarczone,2024-08-27
42330,DHL,Kurier Pobranie,Dostarczone,2024-04-29
42331,DHL,Kurier,Dostarczone,2022-11-08
42332,DHL,Paczkomat,Anulowane,NULL
42333,InPost,Paczkomat,Anulowane,NULL
42334,Pocztex,Kurier Pobranie,Dostarczone,2024-10-19
42335,DPD,Kurier,Dostarczone,2024-09-23
42336,DPD,Kurier,Anulowane,NULL
42337,DPD,Kurier Pobranie,Dostarczone,2024-07-23
42338,UPS,Kurier Pobranie,Dostarczone,2022-03-31
42339,UPS,Kurier,Dostarczone,2023-06-09
42340,DHL,Kurier Pobranie,Dostarczone,2020-11-20
42341,Pocztex,Kurier,Anulowane,NULL
42342,UPS,Kurier Pobranie,Dostarczone,2022-12-19
42343,DPD,Kurier,Anulowane,NULL
42344,InPost,Paczkomat,Dostarczone,2024-09-28
42345,DHL,Kurier,Dostarczone,2024-08-11
42346,DPD,Kurier Pobranie,Dostarczone,2024-04-05
42347,Pocztex,Kurier,Dostarczone,2023-09-25
42348,DPD,Kurier,Anulowane,NULL
42349,Pocztex,Kurier,Dostarczone,2023-05-19
42350,InPost,Kurier Pobranie,Anulowane,NULL
42351,UPS,Kurier,Dostarczone,2023-06-09
42352,InPost,Kurier,Dostarczone,2024-05-05
42353,UPS,Kurier Pobranie,Dostarczone,2024-06-13
42354,DPD,Kurier Pobranie,Dostarczone,2024-09-07
42355,DPD,Kurier,Anulowane,NULL
42356,DPD,Kurier Pobranie,Dostarczone,2021-11-15
42357,DHL,Kurier Pobranie,Dostarczone,2024-09-26
42358,UPS,Kurier,Dostarczone,2022-03-16
42359,DPD,Kurier,Dostarczone,2023-07-26
42360,InPost,Kurier,Dostarczone,2024-03-17
42361,DPD,Kurier Pobranie,Dostarczone,2023-10-30
42362,DPD,Kurier,Dostarczone,2022-12-11
42363,DHL,Paczkomat,Anulowane,NULL
42364,Pocztex,Kurier,Dostarczone,2024-10-30
42365,DPD,Kurier Pobranie,Dostarczone,2023-09-11
42366,DHL,Kurier,Dostarczone,2024-10-20
42367,Pocztex,Kurier Pobranie,Dostarczone,2024-03-21
42368,UPS,Kurier,Dostarczone,2024-07-17
42369,Pocztex,Kurier,Dostarczone,2024-09-27
42370,DHL,Kurier Pobranie,Dostarczone,2022-09-19
42371,DPD,Kurier,Anulowane,NULL
42372,UPS,Kurier,Dostarczone,2024-04-16
42373,DPD,Kurier Pobranie,Anulowane,NULL
42374,UPS,Kurier Pobranie,Anulowane,NULL
42375,UPS,Kurier,Anulowane,NULL
42376,DPD,Kurier Pobranie,Dostarczone,2024-03-08
42377,DHL,Kurier Pobranie,Anulowane,NULL
42378,DHL,Kurier Pobranie,Dostarczone,2023-11-27
42379,InPost,Kurier,Dostarczone,2024-07-14
42380,UPS,Kurier Pobranie,Dostarczone,2023-11-06
42381,DPD,Kurier,Dostarczone,2024-01-06
42382,InPost,Paczkomat,Dostarczone,2020-08-20
42383,Pocztex,Kurier Pobranie,Dostarczone,2024-11-04
42384,UPS,Kurier Pobranie,Dostarczone,2024-09-29
42385,DPD,Kurier Pobranie,Dostarczone,2025-01-05
42386,Pocztex,Kurier,Dostarczone,2023-11-28
42387,InPost,Kurier Pobranie,Dostarczone,2024-06-19
42388,UPS,Kurier Pobranie,Dostarczone,2024-12-27
42389,Pocztex,Kurier Pobranie,Dostarczone,2020-01-16
42390,DPD,Kurier,Dostarczone,2024-06-14
42391,DPD,Kurier,Anulowane,NULL
42392,DHL,Kurier Pobranie,Anulowane,NULL
42393,DHL,Kurier Pobranie,Dostarczone,2024-11-08
42394,InPost,Kurier Pobranie,Dostarczone,2022-12-18
42395,DHL,Paczkomat,Dostarczone,2024-03-30
42396,UPS,Kurier Pobranie,Dostarczone,2024-10-25
42397,DPD,Kurier,Dostarczone,2024-12-25
42398,UPS,Kurier Pobranie,Dostarczone,2020-12-17
42399,DPD,Kurier Pobranie,Anulowane,NULL
42400,DPD,Kurier,Dostarczone,2024-09-27
42401,DHL,Kurier,Anulowane,NULL
42402,DHL,Kurier,Dostarczone,2020-05-11
42403,Pocztex,Kurier Pobranie,Dostarczone,2024-02-02
42404,Pocztex,Kurier,Dostarczone,2024-10-08
42405,InPost,Kurier Pobranie,Dostarczone,2021-01-29
42406,InPost,Paczkomat,Dostarczone,2021-06-18
42407,Pocztex,Kurier,Anulowane,NULL
42408,Pocztex,Kurier,Dostarczone,2024-01-01
42409,DPD,Kurier Pobranie,Dostarczone,2024-12-17
42410,Pocztex,Kurier Pobranie,Dostarczone,2024-04-25
42411,UPS,Kurier,Dostarczone,2024-09-20
42412,Pocztex,Kurier Pobranie,Dostarczone,2022-08-05
42413,DHL,Kurier,Anulowane,NULL
42414,UPS,Kurier Pobranie,Dostarczone,2024-12-10
42415,Pocztex,Kurier,Dostarczone,2024-07-02
42416,InPost,Paczkomat,Anulowane,NULL
42417,InPost,Kurier Pobranie,Dostarczone,2022-02-03
42418,UPS,Kurier Pobranie,Dostarczone,2023-05-20
42419,DPD,Kurier,Dostarczone,2024-04-16
42420,DPD,Kurier Pobranie,Dostarczone,2022-02-05
42421,DHL,Kurier Pobranie,Dostarczone,2021-11-17
42422,DHL,Kurier Pobranie,Dostarczone,2024-01-15
42423,UPS,Kurier Pobranie,Dostarczone,2024-12-10
42424,DHL,Paczkomat,Dostarczone,2021-01-14
42425,UPS,Kurier,Anulowane,NULL
42426,DHL,Paczkomat,Anulowane,NULL
42427,DHL,Paczkomat,Dostarczone,2024-11-15
42428,Pocztex,Kurier,Dostarczone,2024-04-12
42429,UPS,Kurier,Anulowane,NULL
42430,DPD,Kurier Pobranie,Dostarczone,2023-03-18
42431,DPD,Kurier,Dostarczone,2021-12-31
42432,InPost,Kurier,Dostarczone,2025-01-03
42433,Pocztex,Kurier Pobranie,Dostarczone,2023-10-16
42434,DPD,Kurier,Dostarczone,2023-10-19
42435,InPost,Kurier Pobranie,Dostarczone,2022-01-13
42436,UPS,Kurier Pobranie,Dostarczone,2020-04-26
42437,Pocztex,Kurier,Dostarczone,2024-06-09
42438,DHL,Paczkomat,Anulowane,NULL
42439,DHL,Kurier Pobranie,Anulowane,NULL
42440,DHL,Kurier,Dostarczone,2024-11-16
42441,Pocztex,Kurier,Dostarczone,2022-03-08
42442,DPD,Kurier,Dostarczone,2024-12-27
42443,DPD,Kurier,Dostarczone,2023-11-09
42444,DPD,Kurier Pobranie,Dostarczone,2023-05-22
42445,Pocztex,Kurier,Dostarczone,2025-01-07
42446,InPost,Kurier,Dostarczone,2024-03-08
42447,Pocztex,Kurier Pobranie,Dostarczone,2023-04-10
42448,DHL,Kurier,Dostarczone,2021-01-06
42449,Pocztex,Kurier,Dostarczone,2023-12-14
42450,UPS,Kurier,Dostarczone,2024-07-03
42451,UPS,Kurier,Dostarczone,2024-10-29
42452,UPS,Kurier,Anulowane,NULL
42453,DHL,Kurier Pobranie,Anulowane,NULL
42454,InPost,Kurier Pobranie,Dostarczone,2023-11-09
42455,Pocztex,Kurier Pobranie,Dostarczone,2022-07-14
42456,Pocztex,Kurier Pobranie,Dostarczone,2024-11-12
42457,Pocztex,Kurier Pobranie,Dostarczone,2024-03-02
42458,DHL,Paczkomat,Dostarczone,2022-10-21
42459,UPS,Kurier Pobranie,Dostarczone,2024-05-31
42460,Pocztex,Kurier,Dostarczone,2022-11-22
42461,DPD,Kurier,Dostarczone,2024-09-26
42462,Pocztex,Kurier,Dostarczone,2024-04-01
42463,DHL,Kurier Pobranie,Dostarczone,2024-03-25
42464,UPS,Kurier Pobranie,Dostarczone,2024-11-18
42465,Pocztex,Kurier Pobranie,Anulowane,NULL
42466,InPost,Paczkomat,Dostarczone,2024-06-13
42467,InPost,Kurier Pobranie,Dostarczone,2022-08-24
42468,UPS,Kurier,Dostarczone,2024-01-10
42469,Pocztex,Kurier,Dostarczone,2024-01-26
42470,UPS,Kurier,Anulowane,NULL
42471,UPS,Kurier Pobranie,Dostarczone,2024-04-02
42472,UPS,Kurier Pobranie,Anulowane,NULL
42473,DHL,Paczkomat,Anulowane,NULL
42474,UPS,Kurier Pobranie,Dostarczone,2022-09-01
42475,DPD,Kurier,Dostarczone,2024-05-10
42476,DPD,Kurier Pobranie,Dostarczone,2023-11-08
42477,UPS,Kurier,Dostarczone,2024-08-07
42478,UPS,Kurier,Dostarczone,2024-02-01
42479,UPS,Kurier Pobranie,Dostarczone,2024-08-09
42480,DHL,Kurier,Dostarczone,2022-11-10
42481,UPS,Kurier,Dostarczone,2023-04-06
42482,DPD,Kurier Pobranie,Dostarczone,2024-11-24
42483,InPost,Paczkomat,Dostarczone,2022-12-16
42484,Pocztex,Kurier,Dostarczone,2022-03-21
42485,InPost,Kurier,Anulowane,NULL
42486,DPD,Kurier,Dostarczone,2023-08-22
42487,InPost,Kurier Pobranie,Dostarczone,2020-02-24
42488,InPost,Kurier Pobranie,Dostarczone,2023-03-23
42489,UPS,Kurier Pobranie,Anulowane,NULL
42490,Pocztex,Kurier,Dostarczone,2023-04-01
42491,DPD,Kurier,Anulowane,NULL
42492,Pocztex,Kurier Pobranie,Dostarczone,2023-04-13
42493,DPD,Kurier Pobranie,Dostarczone,2023-05-22
42494,UPS,Kurier,Dostarczone,2024-04-19
42495,DHL,Paczkomat,Dostarczone,2024-12-10
42496,DPD,Kurier Pobranie,Dostarczone,2023-12-13
42497,Pocztex,Kurier,Dostarczone,2023-07-08
42498,UPS,Kurier Pobranie,Dostarczone,2023-04-12
42499,UPS,Kurier Pobranie,Dostarczone,2022-12-30
42500,InPost,Kurier,Dostarczone,2021-11-03
42501,InPost,Kurier,Dostarczone,2024-08-28
42502,DHL,Kurier,Dostarczone,2023-11-03
42503,DPD,Kurier,Anulowane,NULL
42504,InPost,Paczkomat,Dostarczone,2023-10-20
42505,UPS,Kurier Pobranie,Dostarczone,2024-11-13
42506,Pocztex,Kurier Pobranie,Dostarczone,2024-04-06
42507,DHL,Kurier,Dostarczone,2021-03-22
42508,Pocztex,Kurier,Dostarczone,2023-12-10
42509,Pocztex,Kurier,Dostarczone,2024-11-16
42510,UPS,Kurier Pobranie,Anulowane,NULL
42511,DHL,Paczkomat,Dostarczone,2024-12-25
42512,DPD,Kurier Pobranie,Dostarczone,2024-08-08
42513,DHL,Kurier,Dostarczone,2023-06-29
42514,InPost,Paczkomat,Anulowane,NULL
42515,UPS,Kurier Pobranie,Anulowane,NULL
42516,Pocztex,Kurier,Dostarczone,2024-09-26
42517,DHL,Kurier,Dostarczone,2023-09-13
42518,InPost,Kurier Pobranie,Dostarczone,2024-08-18
42519,InPost,Kurier Pobranie,Dostarczone,2022-11-02
42520,UPS,Kurier,Dostarczone,2024-10-10
42521,InPost,Kurier Pobranie,Dostarczone,2024-02-16
42522,Pocztex,Kurier Pobranie,Dostarczone,2022-10-05
42523,Pocztex,Kurier,Dostarczone,2025-01-06
42524,UPS,Kurier Pobranie,Dostarczone,2021-06-07
42525,UPS,Kurier Pobranie,Dostarczone,2024-06-04
42526,InPost,Kurier Pobranie,Dostarczone,2023-10-31
42527,DPD,Kurier,Dostarczone,2024-09-16
42528,DHL,Kurier,Dostarczone,2024-09-11
42529,Pocztex,Kurier Pobranie,Dostarczone,2024-04-29
42530,InPost,Kurier,Dostarczone,2024-01-06
42531,DPD,Kurier,Dostarczone,2024-09-28
42532,DHL,Paczkomat,Dostarczone,2022-11-21
42533,DPD,Kurier Pobranie,Anulowane,NULL
42534,Pocztex,Kurier Pobranie,Dostarczone,2024-11-14
42535,InPost,Kurier,Dostarczone,2024-12-09
42536,UPS,Kurier,Dostarczone,2024-05-19
42537,DHL,Paczkomat,Dostarczone,2023-11-04
42538,DHL,Kurier,Dostarczone,2024-07-30
42539,InPost,Kurier Pobranie,Dostarczone,2024-09-11
42540,DHL,Kurier Pobranie,Dostarczone,2024-08-13
42541,InPost,Paczkomat,Dostarczone,2021-12-06
42542,InPost,Kurier Pobranie,Anulowane,NULL
42543,UPS,Kurier,Dostarczone,2022-11-24
42544,DHL,Paczkomat,Dostarczone,2024-07-11
42545,DHL,Kurier,Dostarczone,2023-05-26
42546,UPS,Kurier,Dostarczone,2021-05-17
42547,UPS,Kurier,Dostarczone,2023-11-17
42548,DPD,Kurier,Dostarczone,2024-06-15
42549,DPD,Kurier,Anulowane,NULL
42550,InPost,Kurier Pobranie,Dostarczone,2024-07-31
42551,InPost,Kurier,Dostarczone,2022-09-30
42552,InPost,Kurier Pobranie,Dostarczone,2022-12-05
42553,UPS,Kurier Pobranie,Dostarczone,2023-04-29
42554,DPD,Kurier,Dostarczone,2024-04-04
42555,UPS,Kurier Pobranie,Dostarczone,2020-02-05
42556,UPS,Kurier Pobranie,Dostarczone,2024-11-25
42557,UPS,Kurier Pobranie,Dostarczone,2022-09-17
42558,DHL,Kurier,Dostarczone,2021-04-08
42559,DPD,Kurier Pobranie,Dostarczone,2023-08-23
42560,Pocztex,Kurier Pobranie,Dostarczone,2022-12-28
42561,InPost,Kurier Pobranie,Anulowane,NULL
42562,DPD,Kurier,Dostarczone,2023-02-19
42563,InPost,Kurier,Dostarczone,2024-11-10
42564,DPD,Kurier,Dostarczone,2024-05-29
42565,DHL,Kurier,Dostarczone,2020-01-21
42566,DPD,Kurier Pobranie,Dostarczone,2024-12-16
42567,DHL,Kurier Pobranie,Dostarczone,2020-07-08
42568,DPD,Kurier Pobranie,Dostarczone,2022-06-16
42569,UPS,Kurier,Dostarczone,2022-08-20
42570,DPD,Kurier Pobranie,Dostarczone,2024-10-24
42571,UPS,Kurier Pobranie,Dostarczone,2024-01-19
42572,Pocztex,Kurier,Dostarczone,2020-06-20
42573,UPS,Kurier Pobranie,Anulowane,NULL
42574,DPD,Kurier Pobranie,Dostarczone,2023-11-06
42575,InPost,Kurier,Dostarczone,2024-12-27
42576,Pocztex,Kurier,Dostarczone,2023-06-29
42577,UPS,Kurier,Dostarczone,2024-02-26
42578,DHL,Kurier Pobranie,Dostarczone,2020-01-20
42579,InPost,Kurier,Dostarczone,2024-08-14
42580,DHL,Paczkomat,Dostarczone,2022-12-18
42581,Pocztex,Kurier Pobranie,Dostarczone,2024-10-29
42582,UPS,Kurier Pobranie,Dostarczone,2020-04-16
42583,DPD,Kurier Pobranie,Anulowane,NULL
42584,UPS,Kurier,Dostarczone,2024-03-18
42585,InPost,Kurier Pobranie,Anulowane,NULL
42586,DHL,Kurier,Dostarczone,2022-08-06
42587,Pocztex,Kurier,Dostarczone,2024-08-14
42588,InPost,Kurier Pobranie,Dostarczone,2023-11-25
42589,DHL,Kurier Pobranie,Anulowane,NULL
42590,Pocztex,Kurier,Dostarczone,2022-04-27
42591,InPost,Kurier Pobranie,Dostarczone,2024-12-30
42592,UPS,Kurier Pobranie,Dostarczone,2024-09-21
42593,DPD,Kurier,Dostarczone,2022-05-12
42594,Pocztex,Kurier,Anulowane,NULL
42595,Pocztex,Kurier,Dostarczone,2020-10-28
42596,DHL,Kurier,Dostarczone,2021-09-13
42597,UPS,Kurier,Anulowane,NULL
42598,InPost,Kurier,Dostarczone,2024-09-02
42599,DPD,Kurier Pobranie,Dostarczone,2024-09-05
42600,DPD,Kurier,Dostarczone,2023-02-06
42601,InPost,Kurier,Dostarczone,2023-05-30
42602,DHL,Paczkomat,Dostarczone,2024-11-16
42603,Pocztex,Kurier,Anulowane,NULL
42604,DPD,Kurier,Dostarczone,2024-11-26
42605,Pocztex,Kurier,Dostarczone,2022-04-18
42606,DPD,Kurier,Dostarczone,2021-09-03
42607,Pocztex,Kurier,Dostarczone,2024-08-27
42608,DHL,Paczkomat,Anulowane,NULL
42609,DHL,Paczkomat,Dostarczone,2024-03-14
42610,Pocztex,Kurier,Dostarczone,2024-03-15
42611,UPS,Kurier,Anulowane,NULL
42612,Pocztex,Kurier,Anulowane,NULL
42613,InPost,Kurier Pobranie,Dostarczone,2024-07-22
42614,Pocztex,Kurier,Anulowane,NULL
42615,DHL,Kurier,Dostarczone,2022-07-06
42616,DPD,Kurier Pobranie,Dostarczone,2024-11-10
42617,DHL,Kurier,Dostarczone,2020-08-15
42618,Pocztex,Kurier,Dostarczone,2023-11-11
42619,InPost,Paczkomat,Dostarczone,2024-10-14
42620,InPost,Kurier Pobranie,Dostarczone,2024-11-11
42621,DPD,Kurier,Anulowane,NULL
42622,Pocztex,Kurier Pobranie,Dostarczone,2024-01-11
42623,UPS,Kurier,Dostarczone,2022-06-29
42624,Pocztex,Kurier,Dostarczone,2021-04-01
42625,Pocztex,Kurier,Anulowane,NULL
42626,InPost,Paczkomat,Anulowane,NULL
42627,UPS,Kurier Pobranie,Dostarczone,2024-01-30
42628,DHL,Kurier,Dostarczone,2024-03-23
42629,DPD,Kurier,Anulowane,NULL
42630,DPD,Kurier Pobranie,Dostarczone,2024-05-06
42631,DPD,Kurier,Dostarczone,2021-03-03
42632,DPD,Kurier Pobranie,Anulowane,NULL
42633,DHL,Kurier Pobranie,Dostarczone,2021-04-15
42634,DPD,Kurier,Dostarczone,2023-08-13
42635,DPD,Kurier Pobranie,Dostarczone,2024-01-12
42636,InPost,Paczkomat,Anulowane,NULL
42637,DHL,Paczkomat,Dostarczone,2024-11-23
42638,DHL,Kurier Pobranie,Anulowane,NULL
42639,UPS,Kurier Pobranie,Anulowane,NULL
42640,DPD,Kurier,Dostarczone,2022-09-07
42641,Pocztex,Kurier,Dostarczone,2024-05-11
42642,DPD,Kurier Pobranie,Dostarczone,2024-08-06
42643,InPost,Kurier,Anulowane,NULL
42644,Pocztex,Kurier,Anulowane,NULL
42645,UPS,Kurier Pobranie,Dostarczone,2023-07-22
42646,InPost,Kurier Pobranie,Dostarczone,2024-08-25
42647,Pocztex,Kurier Pobranie,Anulowane,NULL
42648,DHL,Kurier,Dostarczone,2022-10-10
42649,InPost,Paczkomat,Dostarczone,2024-03-21
42650,InPost,Paczkomat,Anulowane,NULL
42651,DPD,Kurier Pobranie,Dostarczone,2024-04-06
42652,DHL,Kurier Pobranie,Dostarczone,2024-10-23
42653,DPD,Kurier Pobranie,Dostarczone,2024-10-21
42654,DHL,Kurier Pobranie,Dostarczone,2021-06-20
42655,UPS,Kurier Pobranie,Anulowane,NULL
42656,DHL,Paczkomat,Anulowane,NULL
42657,DPD,Kurier Pobranie,Dostarczone,2024-07-13
42658,Pocztex,Kurier Pobranie,Dostarczone,2022-09-04
42659,Pocztex,Kurier,Dostarczone,2020-12-14
42660,Pocztex,Kurier,Dostarczone,2022-02-04
42661,Pocztex,Kurier Pobranie,Anulowane,NULL
42662,Pocztex,Kurier Pobranie,Dostarczone,2021-08-31
42663,DHL,Paczkomat,Anulowane,NULL
42664,UPS,Kurier,Dostarczone,2021-11-09
42665,InPost,Kurier,Dostarczone,2024-06-27
42666,Pocztex,Kurier Pobranie,Dostarczone,2023-06-19
42667,Pocztex,Kurier,Anulowane,NULL
42668,InPost,Kurier,Dostarczone,2022-03-08
42669,DHL,Kurier Pobranie,Dostarczone,2024-09-20
42670,Pocztex,Kurier Pobranie,Anulowane,NULL
42671,DHL,Kurier Pobranie,Dostarczone,2024-08-19
42672,DHL,Kurier Pobranie,Dostarczone,2023-09-04
42673,DHL,Kurier Pobranie,Dostarczone,2022-07-14
42674,UPS,Kurier Pobranie,Dostarczone,2024-11-22
42675,UPS,Kurier,Dostarczone,2025-01-05
42676,DHL,Kurier Pobranie,Dostarczone,2023-04-08
42677,DHL,Kurier Pobranie,Dostarczone,2024-08-19
42678,UPS,Kurier,Dostarczone,2024-12-28
42679,DHL,Kurier,Dostarczone,2024-07-02
42680,UPS,Kurier Pobranie,Dostarczone,2025-01-03
42681,DHL,Kurier,Dostarczone,2024-11-29
42682,DHL,Kurier,Dostarczone,2023-04-22
42683,DHL,Paczkomat,Anulowane,NULL
42684,Pocztex,Kurier Pobranie,Dostarczone,2023-01-27
42685,DHL,Paczkomat,Dostarczone,2023-03-20
42686,DHL,Kurier,Dostarczone,2022-10-31
42687,UPS,Kurier Pobranie,Dostarczone,2024-03-16
42688,DHL,Paczkomat,Anulowane,NULL
42689,DPD,Kurier Pobranie,Dostarczone,2024-07-14
42690,DPD,Kurier Pobranie,Dostarczone,2024-12-17
42691,Pocztex,Kurier,Anulowane,NULL
42692,DPD,Kurier,Dostarczone,2024-04-30
42693,InPost,Paczkomat,Anulowane,NULL
42694,Pocztex,Kurier Pobranie,Dostarczone,2024-07-05
42695,UPS,Kurier Pobranie,Dostarczone,2024-09-18
42696,InPost,Paczkomat,Anulowane,NULL
42697,InPost,Kurier Pobranie,Dostarczone,2024-09-10
42698,DHL,Kurier Pobranie,Dostarczone,2024-10-29
42699,DPD,Kurier Pobranie,Dostarczone,2024-07-13
42700,UPS,Kurier,Dostarczone,2023-09-03
42701,Pocztex,Kurier Pobranie,Dostarczone,2024-06-19
42702,Pocztex,Kurier Pobranie,Dostarczone,2023-06-25
42703,Pocztex,Kurier,Dostarczone,2023-08-07
42704,DPD,Kurier,Dostarczone,2023-05-13
42705,DHL,Kurier,Dostarczone,2022-04-30
42706,UPS,Kurier,Dostarczone,2024-12-03
42707,Pocztex,Kurier Pobranie,Anulowane,NULL
42708,InPost,Paczkomat,Dostarczone,2024-11-03
42709,Pocztex,Kurier,Dostarczone,2024-01-30
42710,DPD,Kurier Pobranie,Dostarczone,2023-02-12
42711,InPost,Paczkomat,Dostarczone,2023-08-15
42712,Pocztex,Kurier Pobranie,Anulowane,NULL
42713,InPost,Kurier Pobranie,Dostarczone,2024-06-25
42714,DPD,Kurier,Anulowane,NULL
42715,UPS,Kurier,Dostarczone,2021-08-29
42716,DPD,Kurier,Dostarczone,2021-02-27
42717,InPost,Kurier Pobranie,Dostarczone,2024-02-12
42718,DPD,Kurier,Dostarczone,2023-10-22
42719,Pocztex,Kurier Pobranie,Dostarczone,2024-09-08
42720,DPD,Kurier Pobranie,Dostarczone,2024-09-23
42721,DPD,Kurier,Anulowane,NULL
42722,DHL,Paczkomat,Anulowane,NULL
42723,DHL,Paczkomat,Dostarczone,2024-07-22
42724,Pocztex,Kurier Pobranie,Dostarczone,2023-04-28
42725,DPD,Kurier,Anulowane,NULL
42726,UPS,Kurier Pobranie,Dostarczone,2023-01-21
42727,DPD,Kurier,Dostarczone,2024-11-04
42728,DPD,Kurier Pobranie,Dostarczone,2024-10-14
42729,Pocztex,Kurier Pobranie,Dostarczone,2024-12-08
42730,InPost,Kurier,Anulowane,NULL
42731,DPD,Kurier Pobranie,Dostarczone,2024-10-30
42732,Pocztex,Kurier,Dostarczone,2021-02-06
42733,Pocztex,Kurier Pobranie,Anulowane,NULL
42734,UPS,Kurier,Anulowane,NULL
42735,UPS,Kurier,Dostarczone,2021-05-07
42736,Pocztex,Kurier Pobranie,Dostarczone,2024-04-19
42737,DPD,Kurier Pobranie,Dostarczone,2020-09-07
42738,Pocztex,Kurier,Anulowane,NULL
42739,UPS,Kurier Pobranie,Dostarczone,2023-12-15
42740,Pocztex,Kurier,Dostarczone,2022-05-23
42741,DHL,Kurier Pobranie,Anulowane,NULL
42742,InPost,Paczkomat,Dostarczone,2024-12-06
42743,Pocztex,Kurier Pobranie,Dostarczone,2020-11-24
42744,DHL,Kurier Pobranie,Dostarczone,2023-06-23
42745,DHL,Kurier,Dostarczone,2022-01-06
42746,DHL,Kurier Pobranie,Dostarczone,2020-10-24
42747,Pocztex,Kurier Pobranie,Dostarczone,2022-07-01
42748,Pocztex,Kurier Pobranie,Dostarczone,2024-07-25
42749,DPD,Kurier Pobranie,Anulowane,NULL
42750,UPS,Kurier,Dostarczone,2024-08-03
42751,Pocztex,Kurier Pobranie,Anulowane,NULL
42752,DHL,Kurier Pobranie,Dostarczone,2023-07-11
42753,DPD,Kurier Pobranie,Dostarczone,2024-08-28
42754,UPS,Kurier Pobranie,Dostarczone,2024-07-09
42755,InPost,Kurier Pobranie,Dostarczone,2023-01-18
42756,DHL,Kurier,Dostarczone,2024-09-27
42757,Pocztex,Kurier Pobranie,Dostarczone,2024-04-25
42758,DPD,Kurier Pobranie,Dostarczone,2024-06-17
42759,DHL,Paczkomat,Anulowane,NULL
42760,Pocztex,Kurier Pobranie,Dostarczone,2024-10-09
42761,InPost,Kurier,Dostarczone,2024-06-17
42762,InPost,Kurier Pobranie,Dostarczone,2024-02-22
42763,DPD,Kurier Pobranie,Dostarczone,2022-08-27
42764,Pocztex,Kurier Pobranie,Dostarczone,2025-01-11
42765,UPS,Kurier,Dostarczone,2023-11-06
42766,DPD,Kurier,Anulowane,NULL
42767,DPD,Kurier,Dostarczone,2022-08-26
42768,DPD,Kurier Pobranie,Dostarczone,2024-12-27
42769,UPS,Kurier Pobranie,Dostarczone,2024-03-03
42770,InPost,Paczkomat,Dostarczone,2022-07-29
42771,UPS,Kurier Pobranie,Anulowane,NULL
42772,UPS,Kurier Pobranie,Dostarczone,2024-12-05
42773,DHL,Kurier Pobranie,Dostarczone,2024-01-17
42774,UPS,Kurier,Dostarczone,2021-11-04
42775,UPS,Kurier Pobranie,Dostarczone,2024-06-08
42776,UPS,Kurier,Anulowane,NULL
42777,DHL,Kurier,Dostarczone,2024-07-24
42778,DHL,Kurier Pobranie,Dostarczone,2020-02-29
42779,InPost,Paczkomat,Anulowane,NULL
42780,InPost,Kurier Pobranie,Dostarczone,2020-03-16
42781,InPost,Paczkomat,Dostarczone,2023-06-10
42782,UPS,Kurier Pobranie,Anulowane,NULL
42783,InPost,Kurier Pobranie,Dostarczone,2023-12-04
42784,UPS,Kurier Pobranie,Dostarczone,2024-07-03
42785,UPS,Kurier,Dostarczone,2022-12-04
42786,Pocztex,Kurier,Dostarczone,2020-10-24
42787,DPD,Kurier,Dostarczone,2024-07-10
42788,DPD,Kurier,Dostarczone,2023-08-21
42789,DPD,Kurier Pobranie,Dostarczone,2024-03-22
42790,UPS,Kurier Pobranie,Dostarczone,2024-12-31
42791,InPost,Kurier,Dostarczone,2021-03-16
42792,DHL,Kurier Pobranie,Anulowane,NULL
42793,DHL,Paczkomat,Anulowane,NULL
42794,DHL,Kurier,Anulowane,NULL
42795,DHL,Kurier Pobranie,Dostarczone,2023-10-12
42796,UPS,Kurier Pobranie,Dostarczone,2021-12-01
42797,DHL,Kurier Pobranie,Dostarczone,2023-06-05
42798,UPS,Kurier Pobranie,Dostarczone,2024-12-28
42799,DHL,Paczkomat,Dostarczone,2020-12-14
42800,UPS,Kurier Pobranie,Dostarczone,2024-06-15
42801,InPost,Kurier,Dostarczone,2022-02-18
42802,DHL,Paczkomat,Anulowane,NULL
42803,DHL,Kurier Pobranie,Dostarczone,2023-02-25
42804,DHL,Kurier Pobranie,Dostarczone,2022-12-17
42805,DPD,Kurier Pobranie,Anulowane,NULL
42806,UPS,Kurier,Dostarczone,2023-01-21
